Make,Model,Type,MSRP,Fuel,Air Pollution Score,Invoice,EngineSize,Cert Region,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Origin,DriveTrain
Honda,Civic DX 2dr,Sedan,"$13,270",Diesel,8,"$12,175",1.7,FA,4,115,32,38,2432,103,175,Asia,Front
Honda,Civic DX 2dr,Sedan,"$12,175",Diesel,8,"$13,270",1.7,FA,4,115,32,38,2432,103,175,Asia,Front
Honda,Civic EX 4dr,Sedan,"$17,750",Diesel,8,"$16,265",1.7,FA,4,127,32,37,2601,103,175,Asia,Front
Honda,Civic EX 4dr,Sedan,"$16,265",Diesel,8,"$17,750",1.7,FA,4,127,32,37,2601,103,175,Asia,Front
Honda,Civic HX 2dr,Sedan,"$14,170",Diesel,8,"$12,996",1.7,FA,4,117,36,44,2500,103,175,Asia,Front
Honda,Civic HX 2dr,Sedan,"$12,996",Diesel,8,"$14,170",1.7,FA,4,117,36,44,2500,103,175,Asia,Front
Honda,Civic Hybrid 4dr manual (gas/electric),Hybrid,"$20,140",Diesel,8,"$18,451",1.4,FA,4,93,46,51,2732,103,175,Asia,Front
Honda,Civic Hybrid 4dr manual (gas/electric),Hybrid,"$18,451",Diesel,8,"$20,140",1.4,FA,4,93,46,51,2732,103,175,Asia,Front
Honda,Civic LX 4dr,Sedan,"$15,850",Diesel,8,"$14,531",1.7,FA,4,115,32,38,2513,103,175,Asia,Front
Honda,Civic LX 4dr,Sedan,"$14,531",Diesel,8,"$15,850",1.7,FA,4,115,32,38,2513,103,175,Asia,Front
Honda,Civic Si 2dr hatch,Sedan,"$19,490",Diesel,8,"$17,849",2,FA,4,160,26,30,2782,101,166,Asia,Front
Honda,Civic Si 2dr hatch,Sedan,"$17,849",Diesel,8,"$19,490",2,FA,4,160,26,30,2782,101,166,Asia,Front
Mercedes-Benz,CL500 2dr,Sedan,"$94,820",Gasline,6,"$88,324",5,FA,8,302,16,24,4085,114,196,Europe,Rear
Mercedes-Benz,CL500 2dr,Sedan,"$88,324",Gasline,6,"$94,820",5,FA,8,302,16,24,4085,114,196,Europe,Rear
Mercedes-Benz,CL600 2dr,Sedan,"$128,420",Gasline,6,"$119,600",5.5,FA,12,493,13,19,4473,114,196,Europe,Rear
Mercedes-Benz,CL600 2dr,Sedan,"$119,600",Gasline,6,"$128,420",5.5,FA,12,493,13,19,4473,114,196,Europe,Rear
Mercedes-Benz,CLK320 coupe 2dr (convertible),Sedan,"$45,707",Gasline,6,"$41,966",3.2,FA,6,215,20,26,3770,107,183,Europe,Rear
Mercedes-Benz,CLK320 coupe 2dr (convertible),Sedan,"$41,966",Gasline,6,"$45,707",3.2,FA,6,215,20,26,3770,107,183,Europe,Rear
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,"$52,800",Gasline,6,"$49,104",5,FA,8,302,17,22,3585,107,183,Europe,Rear
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,"$49,104",Gasline,6,"$52,800",5,FA,8,302,17,22,3585,107,183,Europe,Rear
Chevrolet,Colorado Z85,Truck,"$18,760",Hydrogen,8,"$17,070",2.8,FA,4,175,18,23,3623,111,192,USA,All
Chevrolet,Colorado Z85,Truck,"$17,070",Hydrogen,8,"$18,760",2.8,FA,4,175,18,23,3623,111,192,USA,All
Chrysler,Concorde LX 4dr,Sedan,"$24,130",Hydrogen,8,"$22,452",2.7,FA,6,200,21,29,3479,113,208,USA,Front
Chrysler,Concorde LX 4dr,Sedan,"$22,452",Hydrogen,8,"$24,130",2.7,FA,6,200,21,29,3479,113,208,USA,Front
Chrysler,Concorde LXi 4dr,Sedan,"$26,860",Hydrogen,8,"$24,909",3.5,FA,6,232,19,27,3548,113,208,USA,Front
Chrysler,Concorde LXi 4dr,Sedan,"$24,909",Electric,6,"$26,860",3.5,CA,6,232,19,27,3548,113,208,USA,Front
MINI,Cooper,Sedan,"$16,999",Gasline,6,"$15,437",1.6,CA,4,115,28,37,2524,97,143,Europe,Front
MINI,Cooper,Sedan,"$15,437",Gasline,6,"$16,999",1.6,CA,4,115,28,37,2524,97,143,Europe,Front
MINI,Cooper S,Sedan,"$19,999",Gasline,6,"$18,137",1.6,CA,4,163,25,34,2678,97,144,Europe,Front
MINI,Cooper S,Sedan,"$18,137",Gasline,6,"$19,999",1.6,CA,4,163,25,34,2678,97,144,Europe,Front
Toyota,Corolla CE 4dr,Sedan,"$14,085",Diesel,8,"$13,065",1.8,FA,4,130,32,40,2502,102,178,Asia,Front
Toyota,Corolla CE 4dr,Sedan,"$13,065",Diesel,8,"$14,085",1.8,FA,4,130,32,40,2502,102,178,Asia,Front
Toyota,Corolla LE 4dr,Sedan,"$15,295",Diesel,8,"$13,889",1.8,FA,4,130,32,40,2524,102,178,Asia,Front
Toyota,Corolla LE 4dr,Sedan,"$13,889",Diesel,8,"$15,295",1.8,FA,4,130,32,40,2524,102,178,Asia,Front
Toyota,Corolla S 4dr,Sedan,"$15,030",Diesel,9,"$13,650",1.8,FA,4,130,32,40,2524,102,178,Asia,Front
Toyota,Corolla S 4dr,Sedan,"$13,650",Diesel,9,"$15,030",1.8,FA,4,130,32,40,2524,102,178,Asia,Front
Chevrolet,Corvette 2dr,Sports,"$44,535",Electric,6,"$39,068",5.7,CA,8,350,18,25,3246,105,180,USA,Rear
Chevrolet,Corvette 2dr,Sports,"$39,068",Electric,6,"$44,535",5.7,CA,8,350,18,25,3246,105,180,USA,Rear
Chevrolet,Corvette convertible 2dr,Sports,"$51,535",Electric,6,"$45,193",5.7,CA,8,350,18,25,3248,105,180,USA,Rear
Chevrolet,Corvette convertible 2dr,Sports,"$45,193",Electric,6,"$51,535",5.7,CA,8,350,18,25,3248,105,180,USA,Rear
Chrysler,Crossfire 2dr,Sports,"$34,495",Electric,6,"$32,033",3.2,CA,6,215,17,25,3060,95,160,USA,Rear
Chrysler,Crossfire 2dr,Sports,"$32,033",Electric,6,"$34,495",3.2,CA,6,215,17,25,3060,95,160,USA,Rear
Ford,Crown Victoria 4dr,Sedan,"$24,345",Electric,6,"$22,856",4.6,CA,8,224,17,25,4057,115,212,USA,Rear
Ford,Crown Victoria 4dr,Sedan,"$22,856",Electric,6,"$24,345",4.6,CA,8,224,17,25,4057,115,212,USA,Rear
Ford,Crown Victoria LX 4dr,Sedan,"$27,370",Electric,6,"$25,105",4.6,CA,8,224,17,25,4057,115,212,USA,Rear
Ford,Crown Victoria LX 4dr,Sedan,"$25,105",Electric,6,"$27,370",4.6,CA,8,224,17,25,4057,115,212,USA,Rear
Ford,Crown Victoria LX Sport 4dr,Sedan,"$30,315",Electric,6,"$27,756",4.6,CA,8,239,17,25,4057,115,212,USA,Rear
Ford,Crown Victoria LX Sport 4dr,Sedan,"$27,756",Electric,6,"$30,315",4.6,CA,8,239,17,25,4057,115,212,USA,Rear
Honda,CR-V LX,SUV,"$19,860",Diesel,9,"$18,419",2.4,FA,4,160,21,25,3258,103,179,Asia,All
Honda,CR-V LX,SUV,"$18,419",Diesel,9,"$19,860",2.4,FA,4,160,21,25,3258,103,179,Asia,All
Cadillac,CTS VVT 4dr,Sedan,"$30,835",Electric,6,"$28,575",3.6,CA,6,255,18,25,3694,113,190,USA,Rear
Cadillac,CTS VVT 4dr,Sedan,"$28,575",Electric,6,"$30,835",3.6,CA,6,255,18,25,3694,113,190,USA,Rear
Dodge,Dakota Club Cab,Truck,"$20,300",Electric,6,"$18,670",3.7,CA,6,210,16,22,3829,131,219,USA,Rear
Dodge,Dakota Club Cab,Truck,"$18,670",Electric,6,"$20,300",3.7,CA,6,210,16,22,3829,131,219,USA,Rear
Dodge,Dakota Regular Cab,Truck,"$17,630",Electric,6,"$16,264",3.7,CA,6,210,16,22,3714,112,193,USA,Rear
Dodge,Dakota Regular Cab,Truck,"$16,264",Electric,6,"$17,630",3.7,CA,6,210,16,22,3714,112,193,USA,Rear
Cadillac,Deville 4dr,Sedan,"$45,445",Electric,6,"$41,650",4.6,CA,8,275,18,26,3984,115,207,USA,Front
Cadillac,Deville 4dr,Sedan,"$41,650",Electric,6,"$45,445",4.6,CA,8,275,18,26,3984,115,207,USA,Front
Cadillac,Deville DTS 4dr,Sedan,"$50,595",Electric,6,"$46,362",4.6,CA,8,300,18,26,4044,115,207,USA,Front
Cadillac,Deville DTS 4dr,Sedan,"$46,362",Electric,6,"$50,595",4.6,CA,8,300,18,26,4044,115,207,USA,Front
Mitsubishi,Diamante LS 4dr,Sedan,"$29,282",Petrol,6,"$27,250",3.5,FA,6,205,18,25,3549,107,194,Asia,Front
Mitsubishi,Diamante LS 4dr,Sedan,"$27,250",Petrol,6,"$29,282",3.5,CA,6,205,18,25,3549,107,194,Asia,Front
Land Rover,Discovery SE,SUV,"$39,250",Gasline,6,"$35,777",4.6,CA,8,217,12,16,4576,100,185,Europe,All
Land Rover,Discovery SE,SUV,"$35,777",Gasline,6,"$39,250",4.6,CA,8,217,12,16,4576,100,185,Europe,All
Dodge,Durango SLT,SUV,"$32,235",Electric,6,"$29,472",4.7,CA,8,230,15,21,4987,119,201,USA,All
Dodge,Durango SLT,SUV,"$29,472",Electric,6,"$32,235",4.7,CA,8,230,15,21,4987,119,201,USA,All
Mercedes-Benz,E320,Wagon,"$50,670",Gasline,6,"$47,174",3.2,CA,6,221,19,27,3966,112,190,Europe,Rear
Mercedes-Benz,E320,Wagon,"$47,174",Gasline,6,"$50,670",3.2,CA,6,221,19,27,3966,112,190,Europe,Rear
Mercedes-Benz,E320 4dr,Sedan,"$48,170",Gasline,6,"$44,849",3.2,CA,6,221,19,27,3635,112,190,Europe,Rear
Mercedes-Benz,E320 4dr,Sedan,"$44,849",Gasline,6,"$48,170",3.2,CA,6,221,19,27,3635,112,190,Europe,Rear
Mercedes-Benz,E500,Wagon,"$60,670",Gasline,6,"$56,474",5,CA,8,302,16,24,4230,112,190,Europe,All
Mercedes-Benz,E500,Wagon,"$56,474",Gasline,6,"$60,670",5,CA,8,302,16,24,4230,112,190,Europe,All
Mercedes-Benz,E500 4dr,Sedan,"$57,270",Gasline,6,"$53,382",5,CA,8,302,16,20,3815,112,190,Europe,Rear
Mercedes-Benz,E500 4dr,Sedan,"$53,382",Gasline,6,"$57,270",5,CA,8,302,16,20,3815,112,190,Europe,Rear
Toyota,Echo 2dr auto,Sedan,"$11,560",Petrol,6,"$10,896",1.5,FA,4,108,33,39,2085,93,163,Asia,Front
Toyota,Echo 2dr auto,Sedan,"$10,896",Petrol,6,"$11,560",1.5,CA,4,108,33,39,2085,93,163,Asia,Front
Toyota,Echo 2dr manual,Sedan,"$10,760",Petrol,6,"$10,144",1.5,CA,4,108,35,43,2035,93,163,Asia,Front
Toyota,Echo 2dr manual,Sedan,"$10,144",Petrol,6,"$10,760",1.5,CA,4,108,35,43,2035,93,163,Asia,Front
Toyota,Echo 4dr,Sedan,"$11,290",Petrol,6,"$10,642",1.5,CA,4,108,35,43,2055,93,163,Asia,Front
Toyota,Echo 4dr,Sedan,"$10,642",Petrol,6,"$11,290",1.5,CA,4,108,35,43,2055,93,163,Asia,Front
Mitsubishi,Eclipse GTS 2dr,Sports,"$25,092",Petrol,6,"$23,456",3,CA,6,210,21,28,3241,101,177,Asia,Front
Mitsubishi,Eclipse GTS 2dr,Sports,"$23,456",Petrol,6,"$25,092",3,CA,6,210,21,28,3241,101,177,Asia,Front
Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,"$26,992",Petrol,6,"$25,218",3,CA,6,210,21,28,3296,101,177,Asia,Front
Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,"$25,218",Petrol,6,"$26,992",3,CA,6,210,21,28,3296,101,177,Asia,Front
Hyundai,Elantra GLS 4dr,Sedan,"$13,839",Petrol,6,"$12,781",2,CA,4,138,26,34,2635,103,178,Asia,Front
Hyundai,Elantra GLS 4dr,Sedan,"$12,781",Petrol,6,"$13,839",2,CA,4,138,26,34,2635,103,178,Asia,Front
Hyundai,Elantra GT 4dr,Sedan,"$15,389",Petrol,6,"$14,207",2,CA,4,138,26,34,2635,103,178,Asia,Front
Hyundai,Elantra GT 4dr,Sedan,"$14,207",Petrol,6,"$15,389",2,CA,4,138,26,34,2635,103,178,Asia,Front
Hyundai,Elantra GT 4dr hatch,Sedan,"$15,389",Petrol,6,"$14,207",2,FA,4,138,26,34,2698,103,178,Asia,Front
Hyundai,Elantra GT 4dr hatch,Sedan,"$14,207",Petrol,6,"$15,389",2,CA,4,138,26,34,2698,103,178,Asia,Front
Honda,Element LX,SUV,"$18,690",Petrol,6,"$17,334",2.4,CA,4,160,21,24,3468,101,167,Asia,All
Honda,Element LX,SUV,"$17,334",Petrol,6,"$18,690",2.4,CA,4,160,21,24,3468,101,167,Asia,All
Mitsubishi,Endeavor XLS,SUV,"$30,492",Petrol,6,"$28,330",3.8,CA,6,215,17,21,4134,109,190,Asia,All
Mitsubishi,Endeavor XLS,SUV,"$28,330",Petrol,6,"$30,492",3.8,CA,6,215,17,21,4134,109,190,Asia,All
GMC,Envoy XUV SLE,SUV,"$31,890",Electric,6,"$28,922",4.2,CA,6,275,15,19,4945,129,208,USA,Front
GMC,Envoy XUV SLE,SUV,"$28,922",Electric,6,"$31,890",4.2,CA,6,275,15,19,4945,129,208,USA,Front
Lexus,ES 330 4dr,Sedan,"$32,350",Petrol,6,"$28,755",3.3,CA,6,225,20,29,3460,107,191,Asia,Front
Lexus,ES 330 4dr,Sedan,"$28,755",Petrol,6,"$32,350",3.3,CA,6,225,20,29,3460,107,191,Asia,Front
Cadillac,Escalade,SUV,"$52,795",Electric,6,"$48,377",5.3,CA,8,295,14,18,5367,116,199,USA,Front
Cadillac,Escalade,SUV,"$48,377",Electric,6,"$52,795",5.3,CA,8,295,14,18,5367,116,199,USA,Front
Cadillac,Escalade EXT,Truck,"$52,975",Electric,6,"$48,541",6,CA,8,345,13,17,5879,130,221,USA,All
Cadillac,Escalade EXT,Truck,"$48,541",Electric,6,"$52,975",6,CA,8,345,13,17,5879,130,221,USA,All
Ford,Escape XLS,SUV,"$22,515",Electric,6,"$20,907",3,CA,6,201,18,23,3346,103,173,USA,All
Ford,Escape XLS,SUV,"$20,907",Electric,6,"$22,515",3,CA,6,201,18,23,3346,103,173,USA,All
Ford,Excursion 6.8 XLT,SUV,"$41,475",Electric,6,"$36,494",6.8,CA,10,310,10,13,7190,137,227,USA,All
Ford,Excursion 6.8 XLT,SUV,"$36,494",Electric,6,"$41,475",6.8,CA,10,310,10,13,7190,137,227,USA,All
Ford,Expedition 4.6 XLT,SUV,"$34,560",Electric,6,"$30,468",4.6,CA,8,232,15,19,5000,119,206,USA,Front
Ford,Expedition 4.6 XLT,SUV,"$30,468",Electric,6,"$34,560",4.6,CA,8,232,15,19,5000,119,206,USA,Front
Ford,Explorer XLT V6,SUV,"$29,670",Electric,6,"$26,983",4,CA,6,210,15,20,4463,114,190,USA,All
Ford,Explorer XLT V6,SUV,"$26,983",Electric,6,"$29,670",4,CA,6,210,15,20,4463,114,190,USA,All
Ford,F-150 Regular Cab XL,Truck,"$22,010",Electric,6,"$19,490",4.6,CA,8,231,15,19,4788,126,211,USA,Rear
Ford,F-150 Regular Cab XL,Truck,"$19,490",Electric,6,"$22,010",4.6,CA,8,231,15,19,4788,126,211,USA,Rear
Ford,F-150 Supercab Lariat,Truck,"$33,540",Electric,6,"$29,405",5.4,CA,8,300,14,18,5464,133,218,USA,All
Ford,F-150 Supercab Lariat,Truck,"$29,405",Electric,6,"$33,540",5.4,CA,8,300,14,18,5464,133,218,USA,All
Ford,Focus LX 4dr,Sedan,"$13,730",Electric,6,"$12,906",2,CA,4,110,27,36,2606,103,168,USA,Front
Ford,Focus LX 4dr,Sedan,"$12,906",Electric,6,"$13,730",2,CA,4,110,27,36,2606,103,168,USA,Front
Ford,Focus SE 4dr,Sedan,"$15,460",Electric,6,"$14,496",2,CA,4,130,26,33,2606,103,168,USA,Front
Ford,Focus SE 4dr,Sedan,"$14,496",Electric,6,"$15,460",2,CA,4,130,26,33,2606,103,168,USA,Front
Ford,Focus SVT 2dr,Sedan,"$19,135",Electric,6,"$17,878",2,CA,4,170,21,28,2750,103,168,USA,Front
Ford,Focus SVT 2dr,Sedan,"$17,878",Electric,6,"$19,135",2,CA,4,170,21,28,2750,103,168,USA,Front
Ford,Focus ZTW,Wagon,"$17,475",Electric,6,"$16,375",2,CA,4,130,26,33,2702,103,178,USA,Front
Ford,Focus ZTW,Wagon,"$16,375",Electric,6,"$17,475",2,CA,4,130,26,33,2702,103,178,USA,Front
Ford,Focus ZX3 2dr hatch,Sedan,"$13,270",Electric,6,"$12,482",2,CA,4,130,26,33,2612,103,168,USA,Front
Ford,Focus ZX3 2dr hatch,Sedan,"$12,482",Electric,6,"$13,270",2,CA,4,130,26,33,2612,103,168,USA,Front
Ford,Focus ZX5 5dr,Sedan,"$15,580",Electric,6,"$14,607",2,CA,4,130,26,33,2691,103,168,USA,Front
Ford,Focus ZX5 5dr,Sedan,"$14,607",Electric,6,"$15,580",2,CA,4,130,26,33,2691,103,168,USA,Front
Suzuki,Forenza EX 4dr,Sedan,"$15,568",Petrol,6,"$15,378",2,CA,4,119,22,30,2756,102,177,Asia,Front
Suzuki,Forenza EX 4dr,Sedan,"$15,378",Petrol,6,"$15,568",2,CA,4,119,22,30,2756,102,177,Asia,Front
Suzuki,Forenza S 4dr,Sedan,"$12,269",Petrol,6,"$12,116",2,CA,4,119,24,31,2701,102,177,Asia,Front
Suzuki,Forenza S 4dr,Sedan,"$12,116",Petrol,6,"$12,269",2,CA,4,119,24,31,2701,102,177,Asia,Front
Subaru,Forester X,Wagon,"$21,445",Petrol,6,"$19,646",2.5,CA,4,165,21,28,3090,99,175,Asia,All
Subaru,Forester X,Wagon,"$19,646",Petrol,6,"$21,445",2.5,CA,4,165,21,28,3090,99,175,Asia,All
Land Rover,Freelander SE,SUV,"$25,995",Gasline,6,"$23,969",2.5,CA,6,174,18,21,3577,101,175,Europe,All
Land Rover,Freelander SE,SUV,"$23,969",Gasline,6,"$25,995",2.5,CA,6,174,18,21,3577,101,175,Europe,All
Ford,Freestar SE,Sedan,"$26,930",Electric,6,"$24,498",3.9,CA,6,193,17,23,4275,121,201,USA,Front
Ford,Freestar SE,Sedan,"$24,498",Electric,6,"$26,930",3.9,CA,6,193,17,23,4275,121,201,USA,Front
Nissan,Frontier King Cab XE V6,Truck,"$19,479",Petrol,6,"$18,253",3.3,CA,6,180,17,20,3932,116,191,Asia,All
Nissan,Frontier King Cab XE V6,Truck,"$18,253",Petrol,6,"$19,479",3.3,CA,6,180,17,20,3932,116,191,Asia,All
Infiniti,FX35,Wagon,"$34,895",Petrol,6,"$31,756",3.5,CA,6,280,16,22,4056,112,189,Asia,Rear
Infiniti,FX35,Wagon,"$31,756",Petrol,6,"$34,895",3.5,FA,6,280,16,22,4056,112,189,Asia,Rear
Infiniti,FX45,Wagon,"$36,395",Petrol,6,"$33,121",4.5,FA,8,315,15,19,4309,112,189,Asia,All
Infiniti,FX45,Wagon,"$33,121",Petrol,6,"$36,395",4.5,FA,8,315,15,19,4309,112,189,Asia,All
Infiniti,G35 4dr,Sedan,"$28,495",Petrol,6,"$26,157",3.5,FA,6,260,18,26,3336,112,187,Asia,Rear
Infiniti,G35 4dr,Sedan,"$32,445",Petrol,6,"$29,783",3.5,FA,6,260,18,26,3677,112,187,Asia,All
Infiniti,G35 4dr,Sedan,"$26,157",Petrol,6,"$28,495",3.5,FA,6,260,18,26,3336,112,187,Asia,Rear
Infiniti,G35 4dr,Sedan,"$29,783",Petrol,6,"$32,445",3.5,FA,6,260,18,26,3677,112,187,Asia,All
Infiniti,G35 Sport Coupe 2dr,Sedan,"$29,795",Petrol,6,"$27,536",3.5,FA,6,280,18,26,3416,112,182,Asia,Rear
Infiniti,G35 Sport Coupe 2dr,Sedan,"$27,536",Petrol,6,"$29,795",3.5,FA,6,280,18,26,3416,112,182,Asia,Rear
Mercedes-Benz,G500,SUV,"$76,870",Gasline,6,"$71,540",5,CA,8,292,13,14,5423,112,186,Europe,All
Mercedes-Benz,G500,SUV,"$71,540",Gasline,6,"$76,870",5,CA,8,292,13,14,5423,112,186,Europe,All
Mitsubishi,Galant ES 2.4L 4dr,Sedan,"$19,312",Petrol,6,"$17,957",2.4,FA,4,160,23,30,3351,108,191,Asia,Front
Mitsubishi,Galant ES 2.4L 4dr,Sedan,"$17,957",Petrol,6,"$19,312",2.4,FA,4,160,23,30,3351,108,191,Asia,Front
Mitsubishi,Galant GTS 4dr,Sedan,"$25,700",Petrol,9,"$23,883",3.8,FA,6,230,18,26,3649,108,191,Asia,Front
Mitsubishi,Galant GTS 4dr,Sedan,"$23,883",Petrol,9,"$25,700",3.8,FA,6,230,18,26,3649,108,191,Asia,Front
Volkswagen,Golf GLS 4dr,Sedan,"$18,715",Gasline,6,"$17,478",2,CA,4,115,24,31,2897,99,165,Europe,Front
Volkswagen,Golf GLS 4dr,Sedan,"$17,478",Gasline,6,"$18,715",2,CA,4,115,24,31,2897,99,165,Europe,Front
Pontiac,Grand Am GT 2dr,Sedan,"$22,450",Electric,6,"$20,595",3.4,CA,6,175,20,29,3118,107,186,USA,Front
Pontiac,Grand Am GT 2dr,Sedan,"$20,595",Electric,6,"$22,450",3.4,CA,6,175,20,29,3118,107,186,USA,Front
Dodge,Grand Caravan SXT,Sedan,"$32,660",Electric,6,"$29,812",3.8,CA,6,215,18,25,4440,119,201,USA,All
Dodge,Grand Caravan SXT,Sedan,"$29,812",Electric,6,"$32,660",3.8,CA,6,215,18,25,4440,119,201,USA,All
Jeep,Grand Cherokee Laredo,SUV,"$27,905",Electric,6,"$25,686",4,CA,6,195,16,21,3790,106,181,USA,Front
Jeep,Grand Cherokee Laredo,SUV,"$25,686",Electric,6,"$27,905",4,CA,6,195,16,21,3790,106,181,USA,Front
Mercury,Grand Marquis GS 4dr,Sedan,"$24,695",Electric,6,"$23,217",4.6,CA,8,224,17,25,4052,115,212,USA,Rear
Mercury,Grand Marquis GS 4dr,Sedan,"$23,217",Electric,6,"$24,695",4.6,CA,8,224,17,25,4052,115,212,USA,Rear
Mercury,Grand Marquis LS Premium 4dr,Sedan,"$29,595",Electric,6,"$27,148",4.6,CA,8,224,17,25,4052,115,212,USA,Rear
Mercury,Grand Marquis LS Premium 4dr,Sedan,"$27,148",Electric,6,"$29,595",4.6,CA,8,224,17,25,4052,115,212,USA,Rear
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,"$30,895",Electric,6,"$28,318",4.6,CA,8,224,17,25,4052,115,212,USA,Rear
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,"$28,318",Electric,6,"$30,895",4.6,CA,8,224,17,25,4052,115,212,USA,Rear
Pontiac,Grand Prix GT1 4dr,Sedan,"$22,395",Electric,6,"$20,545",3.8,CA,6,200,20,30,3477,111,198,USA,Front
Pontiac,Grand Prix GT1 4dr,Sedan,"$20,545",Electric,6,"$22,395",3.8,CA,6,200,20,30,3477,111,198,USA,Front
Pontiac,Grand Prix GT2 4dr,Sedan,"$24,295",Electric,6,"$22,284",3.8,CA,6,200,20,30,3484,111,198,USA,Front
Pontiac,Grand Prix GT2 4dr,Sedan,"$22,284",Electric,6,"$24,295",3.8,CA,6,200,20,30,3484,111,198,USA,Front
Lexus,GS 300 4dr,Sedan,"$41,010",Petrol,9,"$36,196",3,FA,6,220,18,25,3649,110,189,Asia,Rear
Lexus,GS 300 4dr,Sedan,"$36,196",Petrol,9,"$41,010",3,FA,6,220,18,25,3649,110,189,Asia,Rear
Lexus,GS 430 4dr,Sedan,"$48,450",Petrol,9,"$42,232",4.3,FA,8,300,18,23,3715,110,189,Asia,Rear
Lexus,GS 430 4dr,Sedan,"$42,232",Petrol,9,"$48,450",4.3,FA,8,300,18,23,3715,110,189,Asia,Rear
Volkswagen,GTI 1.8T 2dr hatch,Sedan,"$19,825",Gasline,6,"$18,109",1.8,CA,4,180,24,31,2934,99,168,Europe,Front
Volkswagen,GTI 1.8T 2dr hatch,Sedan,"$18,109",Gasline,6,"$19,825",1.8,CA,4,180,24,31,2934,99,168,Europe,Front
Pontiac,GTO 2dr,Sports,"$33,500",Electric,6,"$30,710",5.7,CA,8,340,16,20,3725,110,190,USA,Rear
Pontiac,GTO 2dr,Sports,"$30,710",Electric,6,"$33,500",5.7,CA,8,340,16,20,3725,110,190,USA,Rear
Lexus,GX 470,SUV,"$45,700",Petrol,9,"$39,838",4.7,FA,8,235,15,19,4740,110,188,Asia,All
Lexus,GX 470,SUV,"$39,838",Petrol,9,"$45,700",4.7,FA,8,235,15,19,4740,110,188,Asia,All
Hummer,H2,SUV,"$49,995",Electric,6,"$45,815",6,CA,8,316,10,12,6400,123,190,USA,All
Hummer,H2,SUV,"$45,815",Electric,6,"$49,995",6,CA,8,316,10,12,6400,123,190,USA,All
Toyota,Highlander V6,SUV,"$27,930",Petrol,9,"$24,915",3.3,FA,6,230,18,24,3935,107,185,Asia,All
Toyota,Highlander V6,SUV,"$24,915",Petrol,9,"$27,930",3.3,FA,6,230,18,24,3935,107,185,Asia,All
Infiniti,I35 4dr,Sedan,"$31,145",Petrol,9,"$28,320",3.5,FA,6,255,19,26,3306,108,194,Asia,Front
Infiniti,I35 4dr,Sedan,"$28,320",Petrol,9,"$31,145",3.5,FA,6,255,19,26,3306,108,194,Asia,Front
Chevrolet,Impala 4dr,Sedan,"$21,900",Electric,6,"$20,095",3.4,CA,6,180,21,32,3465,111,200,USA,Front
Chevrolet,Impala 4dr,Sedan,"$20,095",Electric,6,"$21,900",3.4,CA,6,180,21,32,3465,111,200,USA,Front
Chevrolet,Impala LS 4dr,Sedan,"$25,000",Electric,6,"$22,931",3.8,CA,6,200,20,30,3476,111,200,USA,Front
Chevrolet,Impala LS 4dr,Sedan,"$22,931",Electric,6,"$25,000",3.8,CA,6,200,20,30,3476,111,200,USA,Front
Chevrolet,Impala SS 4dr,Sedan,"$27,995",Electric,6,"$25,672",3.8,CA,6,240,18,28,3606,111,200,USA,Front
Chevrolet,Impala SS 4dr,Sedan,"$25,672",Electric,6,"$27,995",3.8,CA,6,240,18,28,3606,111,200,USA,Front
Subaru,Impreza 2.5 RS 4dr,Sedan,"$19,945",Petrol,9,"$18,399",2.5,FA,4,165,22,28,2965,99,174,Asia,All
Subaru,Impreza 2.5 RS 4dr,Sedan,"$18,399",Petrol,9,"$19,945",2.5,FA,4,165,22,28,2965,99,174,Asia,All
Subaru,Impreza WRX 4dr,Sports,"$25,045",Petrol,9,"$23,022",2,FA,4,227,20,27,3085,99,174,Asia,All
Subaru,Impreza WRX 4dr,Sports,"$23,022",Petrol,9,"$25,045",2,FA,4,227,20,27,3085,99,174,Asia,All
Subaru,Impreza WRX STi 4dr,Sports,"$31,545",Petrol,9,"$29,130",2.5,FA,4,300,18,24,3263,100,174,Asia,All
Subaru,Impreza WRX STi 4dr,Sports,"$29,130",Petrol,9,"$31,545",2.5,FA,4,300,18,24,3263,100,174,Asia,All
Honda,Insight 2dr (gas/electric),Hybrid,"$19,110",Petrol,9,"$17,911",2,FA,3,73,60,66,1850,95,155,Asia,Front
Honda,Insight 2dr (gas/electric),Hybrid,"$17,911",Petrol,9,"$19,110",2,FA,3,73,60,66,1850,95,155,Asia,Front
Dodge,Intrepid ES 4dr,Sedan,"$24,885",Electric,6,"$23,058",3.5,CA,6,232,18,27,3487,113,204,USA,Front
Dodge,Intrepid ES 4dr,Sedan,"$23,058",Electric,6,"$24,885",3.5,CA,6,232,18,27,3487,113,204,USA,Front
Dodge,Intrepid SE 4dr,Sedan,"$22,035",Electric,6,"$20,502",2.7,CA,6,200,21,29,3469,113,204,USA,Front
Dodge,Intrepid SE 4dr,Sedan,"$20,502",Electric,6,"$22,035",2.7,CA,6,200,21,29,3469,113,204,USA,Front
